px_t,py_t,v_t,psi_t,omega_t,a_t,delta_t,px_t1,py_t1,v_t1,psi_t1,omega_t1
1.6279525407149007,-1.6893114384456347,31.622776601683793,-3.2526315789473705,-8.947368421052632,0.1061944244172074,0.00035777369184279164,1.627947996727263,-1.6891435174255058,31.622776601683793,-3.3421052631578974,-8.947368421052632
1.627947996727263,-1.6891435174255058,31.622776601683793,-3.3421052631578974,-8.947368421052632,0.13653568853640954,0.00045999473383754864,1.6279453692361103,-1.6889730588517058,31.622776601683793,-3.4315789473684237,-8.947368421052632
1.6279453692361103,-1.6889730588517058,31.622776601683793,-3.4315789473684237,-8.947368421052632,0.16687695265561164,0.0005622157662192056,1.6279446792619003,-1.6888014264270648,31.622776601683793,-3.52105263157895,-8.947368421052632
1.6279446792619003,-1.6888014264270648,31.622776601683793,-3.52105263157895,-8.947368421052632,0.19721821677481371,0.0006644367868515209,1.627945932324565,-1.6886299932454554,31.622776601683793,-3.610526315789477,-8.947368421052632
1.627945932324565,-1.6886299932454554,31.622776601683793,-3.610526315789477,-8.947368421052632,0.22755948089401587,0.000766657793598254,1.6279491183993515,-1.6884601308067662,31.622776601683793,-3.7000000000000033,-8.947368421052632
1.6279491183993515,-1.6884601308067662,31.622776601683793,-3.7000000000000033,-8.947368421052632,0.25790074501321797,0.0008688787843231663,1.6279542119970214,-1.6882931980446263,31.622776601683793,-3.78947368421053,-8.947368421052632
1.6279542119970214,-1.6882931980446263,31.622776601683793,-3.78947368421053,-8.947368421052632,0.2882420091324201,0.0009710997568900206,1.6279611723677698,-1.6881305304546645,31.622776601683793,-3.8684210526315828,-7.894736842105264
1.6279611723677698,-1.6881305304546645,31.622776601683793,-3.8684210526315828,-7.894736842105264,-0.2882420091324201,-0.0009710997568900206,1.6279697341246948,-1.6879727083345162,31.622776601683793,-3.9473684210526354,-7.894736842105264
1.6279697341246948,-1.6879727083345162,31.622776601683793,-3.9473684210526354,-7.894736842105264,-0.25790074501321797,-0.0008688787843231661,1.6279798439327553,-1.687820714829259,31.622776601683793,-4.026315789473688,-7.894736842105264
1.6279798439327553,-1.687820714829259,31.622776601683793,-4.026315789473688,-7.894736842105264,-0.2275594808940159,-0.000766657793598254,1.627991438813403,-1.6876754967749032,31.622776601683793,-4.105263157894741,-7.894736842105264
1.627991438813403,-1.6876754967749032,31.622776601683793,-4.105263157894741,-7.894736842105264,-0.19721821677481374,-0.0006644367868515208,1.6280044465369032,-1.6875379588001238,31.622776601683793,-4.184210526315793,-7.894736842105264
1.6280044465369032,-1.6875379588001238,31.622776601683793,-4.184210526315793,-7.894736842105264,-0.16687695265561164,-0.0005622157662192056,1.628018786072287,-1.6874089576909204,31.622776601683793,-4.263157894736846,-7.894736842105264
1.628018786072287,-1.6874089576909204,31.622776601683793,-4.263157894736846,-7.894736842105264,-0.13653568853640954,-0.00045999473383754854,1.6280343680921294,-1.6872892970533107,31.622776601683793,-4.342105263157898,-7.894736842105264
1.6280343680921294,-1.6872892970533107,31.622776601683793,-4.342105263157898,-7.894736842105264,-0.1061944244172074,-0.0003577736918427917,1.6280510955290097,-1.6871797223073084,31.622776601683793,-4.421052631578951,-7.894736842105264
1.6280510955290097,-1.6871797223073084,31.622776601683793,-4.421052631578951,-7.894736842105264,-0.07585316029800529,-0.00025555264237117815,1.6280688641801886,-1.6870809160433646,31.622776601683793,-4.5000000000000036,-7.894736842105264
1.6280688641801886,-1.6870809160433646,31.622776601683793,-4.5000000000000036,-7.894736842105264,-0.045511896178803184,-0.00015333158755895205,1.6280875633567335,-1.6869934937702054,31.622776601683793,-4.578947368421056,-7.894736842105264
1.6280875633567335,-1.6869934937702054,31.622776601683793,-4.578947368421056,-7.894736842105264,-0.015170632059601064,-5.111052954235819e-05,1.6281070765730512,-1.6869180000805497,31.622776601683793,-4.657894736842109,-7.894736842105264
1.6281070765730512,-1.6869180000805497,31.622776601683793,-4.657894736842109,-7.894736842105264,0.01517063205960103,5.111052954235819e-05,1.6281272822725275,-1.6868549052585968,31.622776601683793,-4.736842105263161,-7.894736842105264
